tradeDate,buyReturn,holdReturn,netReturn,000001.SH,000300.SH,000905.SH,000016.SH
20080408,0.024877339,0.025224208,0.025050773,0.00358963,0.011764526,0.022613525,0.005207062
20080409,-0.044440747,-0.051687763,-0.048064255,-0.054992676,-0.052154541,-0.054626465,-0.056060791
20080410,0.059236372,0.0319167,0.045576536,0.016937256,0.018051147,0.029266357,0.013343811
20080411,0.014488092,0.016146612,0.015317352,0.006092072,0.007728577,0.015487671,0.008766174
20080414,-0.047376085,-0.066457394,-0.05691674,-0.056182861,-0.065368652,-0.066040039,-0.062988281
20080415,0.05102403,0.029007918,0.040015974,0.015670776,0.013282776,0.032165527,0.011444092
20080416,-0.022514391,-0.021811736,-0.022163063,-0.016952515,-0.024917603,-0.02406311,-0.022399902
20080417,-0.039442907,-0.047190949,-0.043316928,-0.0209198,-0.030731201,-0.033508301,-0.024917603
20080418,-0.045474381,-0.04556266,-0.04551852,-0.039733887,-0.033691406,-0.049438477,-0.029891968
20080421,-0.08885085,-0.007071117,-0.047960983,0.007209778,-0.00151062,-0.007118225,0.01360321
20080422,0.014161019,0.000566597,0.007363808,0.009887695,0.008789063,-0.014518738,0.019714355
20080423,0.076596682,0.056433112,0.066514897,0.041473389,0.04776001,0.043884277,0.047210693
20080424,0.009105866,0.095130197,0.052118031,0.092956543,0.092895508,0.09185791,0.096740723
20080425,-0.001716742,-0.004094216,-0.002905479,-0.00705719,0.007568359,0.008934021,0.001266479
20080428,0.009502228,-0.015392626,-0.002945199,-0.023330688,-0.019439697,-0.007125854,-0.022232056
20080429,0.018401777,0.009991918,0.014196848,0.014015198,0.012817383,0.008041382,0.01448822
20080430,0.037710591,0.04541763,0.041564111,0.048156738,0.048248291,0.038208008,0.055603027
20080505,0.03525701,0.054798791,0.0450279,0.018386841,0.024414063,0.035095215,0.013931274
20080506,0.010997489,0.005511268,0.008254379,-0.007312775,-0.011070251,-0.003753662,-0.012710571
20080507,-0.03808891,-0.045441346,-0.041765128,-0.041351318,-0.047271729,-0.043426514,-0.047607422
20080508,0.063774222,0.035811404,0.049792813,0.021713257,0.027145386,0.035064697,0.019363403
20080509,-0.003600213,0.001340127,-0.001130043,-0.011856079,-0.011749268,0.000261784,-0.01953125
20080512,0.041201835,0.025987995,0.033594915,0.003732681,0.006702423,0.020797729,0.00440979
20080513,0.027277326,0.003754098,0.015515712,-0.0184021,-0.013633728,0.002391815,-0.022186279
20080514,0.053820256,0.046614059,0.050217157,0.027297974,0.032226563,0.021972656,0.035003662
20080515,0.002189526,-0.001496255,0.000346636,-0.005496979,-0.006965637,-0.008934021,-0.00717926
20080516,-0.008477271,-0.005337687,-0.006907479,-0.003599167,-0.003030777,-0.01436615,0.001182556
20080519,0.014021381,-0.005715072,0.004153155,-0.005371094,-0.005599976,-0.000457048,-0.010154724
20080520,-0.061481378,-0.061680939,-0.061581158,-0.044830322,-0.051940918,-0.062927246,-0.047943115
20080521,0.053388589,0.030710758,0.042049673,0.029342651,0.019470215,0.024871826,0.019836426
20080522,0.013444386,-0.014690257,-0.000622936,-0.016525269,-0.018920898,-0.009521484,-0.017608643
20080523,-0.000787752,-0.014003805,-0.007395779,-0.00359726,-0.009780884,-0.010826111,-0.001091003
20080526,-0.014180533,-0.025399665,-0.019790099,-0.03125,-0.031555176,-0.026351929,-0.032745361
20080527,0.021559534,0.017013362,0.019286448,0.003231049,0.004772186,0.003967285,0.003292084
20080528,0.034225195,0.032592777,0.033408986,0.024780273,0.02796936,0.027709961,0.029830933
20080529,-0.020073727,-0.021651294,-0.020862511,-0.016647339,-0.025939941,-0.025482178,-0.024795532
20080530,0.015120663,-0.000753407,0.007183628,0.009384155,0.008506775,0.001710892,0.01259613
20080602,0.016387669,0.010133348,0.013260508,0.007480621,0.004013062,0.008659363,0.004821777
20080603,0.010607857,-0.003580013,0.003513922,-0.006546021,-0.003231049,-0.004501343,-0.003635406
20080604,-0.014316562,-0.024103907,-0.019210234,-0.019348145,-0.018585205,-0.017776489,-0.023986816
20080605,-0.001808408,-0.014076008,-0.007942208,-0.00541687,-0.009803772,-0.012580872,-0.005268097
20080606,-0.000268821,-0.000823747,-0.000546284,-0.006557465,-0.006446838,-0.007537842,-0.007572174
20080610,-0.044782107,-0.076294222,-0.060538165,-0.077270508,-0.081054688,-0.087341309,-0.081787109
20080611,0.027603299,-0.012612276,0.007495511,-0.015655518,-0.0206604,-0.025924683,-0.013702393
20080612,0.007267022,0.000122182,0.003694602,-0.022064209,-0.017730713,-0.009101868,-0.024124146
20080613,-0.041906254,-0.050776969,-0.046341612,-0.029998779,-0.034210205,-0.047668457,-0.027206421
20080616,-0.019360761,-0.01687307,-0.018116915,0.001847267,-0.009017944,-0.022094727,0.000386238
20080617,-0.072928755,-0.066957397,-0.069943076,-0.027603149,-0.037109375,-0.06262207,-0.026428223
20080618,0.086420957,0.069003026,0.077711991,0.052368164,0.052276611,0.057525635,0.047058105
20080619,-0.084984194,-0.088245424,-0.086614809,-0.065368652,-0.072937012,-0.084350586,-0.070678711
20080620,0.034783916,0.006328119,0.020556017,0.030151367,0.027618408,0.022750854,0.032867432
20080623,-0.002817317,-0.011628515,-0.007222916,-0.025192261,-0.020965576,-0.01675415,-0.023590088
20080624,0.048454247,0.038540617,0.043497432,0.015434265,0.022216797,0.032684326,0.016235352
20080625,0.078363184,0.072322884,0.075343034,0.036376953,0.041229248,0.057037354,0.034698486
20080626,0.016682654,0.031440105,0.024061379,-0.001088142,0.003828049,0.012268066,-0.003213882
20080627,-0.036677276,-0.074914995,-0.055796135,-0.052856445,-0.055328369,-0.070129395,-0.051818848
20080630,0.033649241,0.004179961,0.018914601,-0.004486084,-0.008590698,0.007522583,-0.013916016
20080701,-0.026488457,-0.017421543,-0.021955,-0.030883789,-0.033477783,-0.017288208,-0.043457031
20080702,0.017458538,0.020018274,0.018738406,4.52E-05,0.000463247,0.016693115,-0.008712769
20080703,0.057534988,0.050722436,0.054128712,0.01953125,0.022598267,0.046356201,0.012626648
20080704,0.01490727,0.000710289,0.007808779,-0.012443542,-0.006793976,-0.000148177,-0.005619049
20080707,0.069102571,0.062993827,0.066048199,0.045898438,0.051391602,0.052276611,0.054443359
20080708,0.018040401,0.028821862,0.023431131,0.008071899,0.0066185,0.015342712,0.001325607
20080709,0.033056321,0.037369769,0.035213045,0.037506104,0.039031982,0.026672363,0.04397583
20080710,-0.006043813,-0.013022682,-0.009533247,-0.015441895,-0.01373291,-0.022827148,-0.013282776
20080711,0.009311932,-0.003565644,0.002873144,-0.006546021,-0.006801605,-0.006267548,-0.00610733
20080714,0.032697404,0.02832416,0.030510782,0.007572174,0.007575989,0.020950317,0.006099701
20080715,-0.024930205,-0.025626066,-0.025278136,-0.034332275,-0.041290283,-0.028778076,-0.044830322
20080716,-0.034439326,-0.039341614,-0.03689047,-0.026473999,-0.037628174,-0.050811768,-0.032043457
20080717,-0.033160527,-0.011464778,-0.022312653,-0.007793427,-0.010025024,-0.010231018,-0.007396698
20080718,0.036701657,0.04391998,0.040310819,0.034851074,0.035827637,0.03338623,0.041168213
20080721,0.046769861,0.053708882,0.050239372,0.029891968,0.033966064,0.041015625,0.032318115
20080722,0.014937322,0.005473729,0.010205525,-0.005348206,-0.002166748,0.00334549,-0.004764557
20080723,-0.011016077,-0.015241583,-0.01312883,-0.002904892,-0.00737381,-0.008674622,-0.002109528
20080724,0.030276224,0.033025741,0.031650983,0.025527954,0.032623291,0.024993896,0.0390625
20080725,0.000537564,-0.000810027,-0.000136231,-0.015525818,-0.012817383,-0.008926392,-0.01473999
20080728,0.018607279,0.018636088,0.018621683,0.01322937,0.00736618,0.013771057,0.00553894
20080729,-0.001862672,-0.009729071,-0.005795871,-0.018157959,-0.01864624,-0.020477295,-0.019943237
20080730,-0.014287012,-0.00454637,-0.009416691,-0.00478363,-0.007312775,-0.005470276,-0.006065369
20080731,-0.023203559,-0.032118164,-0.027660862,-0.021484375,-0.027450562,-0.036895752,-0.024856567
20080801,0.030555052,0.017940141,0.024247596,0.009399414,0.012680054,0.015441895,0.019226074
20080804,-0.014533057,-0.028524185,-0.021528621,-0.021438599,-0.023803711,-0.024032593,-0.022567749
20080805,-0.029405962,-0.033498369,-0.031452165,-0.018600464,-0.025268555,-0.030914307,-0.016418457
20080806,0.006103887,0.00738443,0.006744158,0.010635376,0.006885529,0.002229691,0.013908386
20080807,0.005753247,0.011054041,0.008403644,0.003019333,-0.000459671,0.006732941,-0.002883911
20080808,-0.055326698,-0.061874221,-0.058600459,-0.044677734,-0.047424316,-0.07244873,-0.040527344
20080811,-0.072622085,-0.078027449,-0.075324767,-0.052062988,-0.051971436,-0.075012207,-0.039581299
20080812,0.016801818,-0.006815429,0.004993194,-0.005210876,-0.005149841,-0.014022827,-0.007232666
20080813,0.029686262,0.011466073,0.020576168,-0.004436493,0.000211477,-0.000451565,-0.006053925
20080814,0.020901787,0.015094634,0.01799821,-0.003768921,-0.000474453,0.004608154,-0.004165649
20080815,0.004432321,-7.81E-05,0.00217712,0.005550385,0.00167942,-0.004016876,0.008361816
20080818,-0.084818126,-0.079733408,-0.082275767,-0.053344727,-0.054840088,-0.074523926,-0.049804688
20080819,0.05213283,0.016989429,0.03456113,0.010604858,0.015159607,0.016479492,0.015640259
20080820,0.090788319,0.085317119,0.088052719,0.076293945,0.078552246,0.083251953,0.081420898
20080821,-0.025272848,-0.04103988,-0.033156364,-0.0362854,-0.035125732,-0.035552979,-0.032836914
20080822,-0.008386789,-0.015162326,-0.011774558,-0.010894775,-0.015975952,-0.019989014,-0.014083862
20080825,-0.00218495,-0.005383566,-0.003784258,0.003383636,-0.001821518,-0.003551483,0.003482819
20080826,-0.027311194,-0.060583307,-0.04394725,-0.026229858,-0.028747559,-0.054351807,-0.017837524
20080827,0.028683948,-0.002114643,0.013284653,-0.0033741,-0.00267601,-0.003173828,0.000993729
20080828,0.016536619,-0.003727062,0.006404779,0.003412247,0.004547119,-0.000466108,0.008781433
20080829,0.035717501,0.032818368,0.034267934,0.020095825,0.023880005,0.031433105,0.018920898
20080901,-0.010074091,-0.031297728,-0.020685909,-0.030136108,-0.034484863,-0.029953003,-0.035217285
20080902,0.018888091,-0.000681368,0.009103362,-0.008712769,-0.010292053,0.007026672,-0.012443542
20080903,-0.008777977,-0.010207626,-0.009492801,-0.012245178,-0.01725769,-0.007316589,-0.017532349
20080904,0.023880222,0.013769199,0.018824711,0.000324965,0.002307892,0.007781982,-0.001789093
20080905,-0.013230102,-0.042655736,-0.027942919,-0.032928467,-0.030075073,-0.04699707,-0.026489258
20080908,-0.035558632,-0.039697218,-0.037627925,-0.026794434,-0.026062012,-0.05065918,-0.014793396
20080909,0.006960617,0.012398948,0.009679782,0.001101494,0.005939484,0.008666992,0.005847931
20080910,0.018677614,0.005325004,0.012001309,0.002321243,0.00188446,0.007411957,0.00058794
20080911,-0.020093699,-0.029176118,-0.024634909,-0.03338623,-0.03314209,-0.018600464,-0.040405273
20080912,0.006604676,-0.000413594,0.003095541,0.000331879,0.002759933,0.002168655,0.001265526
20080916,-0.02905575,-0.016089417,-0.022572584,-0.04473877,-0.037139893,-0.022171021,-0.056304932
20080917,-0.002950848,-0.018794805,-0.010872827,-0.028991699,-0.035736084,-0.018768311,-0.051147461
20080918,0.028772828,-0.018699178,0.005036825,-0.017211914,-0.017181396,-0.028991699,-0.015945435
20080919,0.013558933,0.098058836,0.055808885,0.094543457,0.093444824,0.098693848,0.094116211
20080922,-0.016253267,0.040981097,0.012363915,0.077758789,0.064880371,0.04598999,0.078674316
20080923,-0.03334087,-0.066157594,-0.049749232,-0.015602112,-0.038116455,-0.06439209,-0.030471802
20080924,0.049360234,0.039535899,0.044448067,0.006950378,0.007240295,0.022689819,0.005786896
20080925,0.033642046,0.025882632,0.029762339,0.036407471,0.039581299,0.023712158,0.041870117
20080926,0.001539947,0.008094946,0.004817447,-0.001619339,0.009048462,-0.000965595,0.00139904
20081006,-0.006905014,-0.04067967,-0.023792342,-0.052337646,-0.051239014,-0.038360596,-0.054443359
20081007,0.040084151,-0.006459769,0.016812191,-0.007312775,-0.012329102,-0.003822327,-0.020111084
20081008,-0.002285022,-0.020887765,-0.011586394,-0.030410767,-0.037841797,-0.024719238,-0.046325684
20081009,-0.038377681,-0.016747252,-0.027562466,-0.008430481,-0.013633728,-0.012924194,-0.008407593
20081010,-0.01875659,-0.062615955,-0.040686272,-0.035675049,-0.044281006,-0.067199707,-0.037109375
20081013,0.059527292,0.053047419,0.056287355,0.036499023,0.041168213,0.019348145,0.056091309
20081014,-0.064988248,-0.029982161,-0.047485205,-0.027130127,-0.025619507,-0.030227661,-0.030426025
20081015,0.011654755,-0.014439628,-0.001392436,-0.011230469,-0.010475159,-0.005245209,-0.010360718
20081016,-0.016505079,-0.05159861,-0.034051845,-0.042480469,-0.048828125,-0.05657959,-0.048614502
20081017,-0.000341622,0.014801089,0.007229733,0.01084137,0.006786346,0.012809753,0.004688263
20081020,0.052539052,0.048577237,0.050558145,0.022460938,0.034606934,0.034851074,0.034820557
20081021,-0.006895749,-0.005649641,-0.006272695,-0.007843018,-0.008079529,-0.002183914,-0.01146698
20081022,-0.011471351,-0.023799742,-0.017635546,-0.032012939,-0.025558472,-0.018966675,-0.028533936
20081023,0.046967214,0.020964189,0.033965701,-0.010688782,0.000794888,0.010147095,-0.007972717
20081024,-0.017374817,-0.024391116,-0.020882967,-0.019165039,-0.028991699,-0.014381409,-0.035003662
20081027,-0.052161726,-0.074794322,-0.063478024,-0.063232422,-0.071228027,-0.078369141,-0.072753906
20081028,0.06986391,0.023810224,0.046837067,0.028121948,0.030914307,0.023239136,0.036743164
20081029,-0.043890379,-0.021402163,-0.032646271,-0.02935791,-0.027908325,-0.039672852,-0.027114868
20081030,0.010214399,0.016971852,0.013593126,0.025466919,0.023773193,0.008430481,0.031829834
20081031,-0.009040771,-0.020371225,-0.014705998,-0.019744873,-0.020019531,-0.017730713,-0.022949219
20081103,-0.010713397,-0.010925479,-0.010819438,-0.005218506,-0.006080627,-0.014228821,-0.002874374
20081104,-0.007429541,-0.011776416,-0.009602979,-0.007598877,-0.015594482,-0.017074585,-0.008209229
20081105,0.027908095,0.037280857,0.032594476,0.031585693,0.039123535,0.032958984,0.04397583
20081106,0.014877073,-0.018667692,-0.00189531,-0.024368286,-0.024627686,-0.017120361,-0.027755737
20081107,0.050413131,0.022624304,0.036518717,0.017456055,0.016998291,0.016021729,0.023071289
20081110,0.062366118,0.088388345,0.075377232,0.072692871,0.073791504,0.073669434,0.077880859
20081111,0.008798289,-0.002989566,0.002904362,-0.01663208,-0.011268616,-0.008010864,-0.017974854
20081112,0.045084226,0.026325906,0.035705066,0.008407593,0.011489868,0.024887085,0.009857178
20081113,0.068924131,0.048531236,0.058727683,0.036834717,0.040100098,0.047088623,0.036010742
20081114,0.049300085,0.060372616,0.05483635,0.030517578,0.037109375,0.046508789,0.026870728
20081117,0.055510324,0.043791519,0.049650921,0.022171021,0.022415161,0.049041748,0.014472961
20081118,-0.074059675,-0.06621521,-0.070137442,-0.063049316,-0.074157715,-0.072875977,-0.07232666
20081119,0.0831587,0.062396165,0.072777433,0.060455322,0.06161499,0.070495605,0.058013916
20081120,0.026904025,0.00416047,0.015532247,-0.016708374,-0.010612488,0.002239227,-0.020706177
20081121,0.02366681,-0.011240861,0.006212974,-0.00724411,-0.00605011,-0.014183044,-0.007080078
20081124,-0.031392886,-0.03096101,-0.031176948,-0.036712646,-0.043273926,-0.04095459,-0.043609619
20081125,-0.020845411,-0.002525339,-0.011685375,-0.004394531,-0.001821518,-0.007980347,-0.000198483
20081126,0.012751125,0.007845939,0.010298532,0.00484848,0.005016327,0.003902435,0.003679276
20081127,-0.049230581,0.02324258,-0.012994,0.010528564,0.014633179,0.014579773,0.010482788
20081128,0.003115262,-0.005619216,-0.001251977,-0.024353027,-0.021682739,-0.010780334,-0.03062439
20081201,0.055045687,0.048962444,0.052004065,0.012535095,0.018737793,0.042358398,0.00970459
20081202,0.047168034,0.019113127,0.03314058,-0.002628326,0.002374649,0.019714355,-0.003774643
20081203,0.046693937,0.05629833,0.051496133,0.040100098,0.04498291,0.042205811,0.047485352
20081204,-0.007455449,0.011898643,0.002221597,0.018356323,0.0154953,-0.001080513,0.023345947
20081205,0.058974998,0.037391616,0.048183307,0.008575439,0.01525116,0.029907227,0.01108551
20081208,0.04218272,0.048950699,0.045566709,0.035736084,0.040649414,0.043792725,0.041778564
20081209,-0.008508641,-0.01191094,-0.010209791,-0.025360107,-0.025863647,-0.025543213,-0.030105591
20081210,0.055155837,0.026394767,0.040775302,0.020309448,0.02722168,0.028656006,0.034088135
20081211,-0.027464988,-0.026948559,-0.027206773,-0.02281189,-0.023880005,-0.031219482,-0.025177002
20081212,-0.033314326,-0.043410076,-0.038362201,-0.038116455,-0.041992188,-0.04473877,-0.043212891
20081215,0.012006938,0.022987702,0.01749732,0.005195618,0.007476807,0.020202637,0.006286621
20081216,0.039181806,0.021418096,0.030299951,0.00541687,0.00983429,0.017959595,0.002233505
20081217,0.021152103,0.006020221,0.013586162,0.000916481,0.003494263,0.01235199,-0.00114727
20081218,0.029217447,0.019876167,0.024546807,0.019668579,0.021820068,0.018280029,0.028076172
20081219,0.01571668,0.01183692,0.0137768,0.001374245,0.003429413,0.009025574,0.000879765
20081222,0.019585823,-0.003987558,0.007799132,-0.015213013,-0.016845703,-0.000691891,-0.020385742
20081223,-0.055054963,-0.065504605,-0.060279784,-0.045532227,-0.048858643,-0.063354492,-0.046417236
20081224,0.012769266,-0.02450674,-0.005868737,-0.017623901,-0.016616821,-0.021621704,-0.01574707
20081225,-0.00239268,0.008936067,0.003271694,-0.00610733,-0.008644104,-0.003292084,-0.009147644
20081226,-0.002201771,-0.005743284,-0.003972528,-0.000485897,-0.004634857,-0.009849548,0.000709057
20081229,0.012402392,0.005442414,0.008922403,-0.000561714,-0.003940582,0.000503063,-0.006496429
20081230,-0.011773746,-0.013758976,-0.012766361,-0.009498596,-0.011497498,-0.006694794,-0.012237549
20081231,-0.016298075,-0.013251609,-0.014774842,-0.006603241,-0.00856781,-0.01625061,-0.003948212
20090105,0.02736048,0.04818719,0.037773835,0.032897949,0.035888672,0.041656494,0.037536621
20090106,0.052756545,0.036361036,0.04455879,0.029998779,0.031768799,0.035461426,0.031585693
20090107,0.01515364,0.001379613,0.008266627,-0.006782532,-0.005977631,0.006229401,-0.00933075
20090108,0.002731398,-0.027135686,-0.012202144,-0.02381897,-0.022369385,-0.024993896,-0.026123047
20090109,0.043485853,0.028420841,0.035953347,0.014205933,0.016082764,0.027023315,0.011924744
20090112,0.028440709,0.021961876,0.025201292,-0.00236702,0.001210213,0.014266968,-0.003740311
20090113,-0.012939654,-0.031828644,-0.022384149,-0.019454956,-0.023162842,-0.026275635,-0.019180298
20090114,0.058741831,0.039927218,0.049334525,0.03515625,0.042144775,0.037658691,0.044281006
20090115,0.023109975,0.008666363,0.015888169,-0.004489899,-0.000189185,0.009719849,-0.005081177
20090116,0.003771141,0.003882132,0.003826636,0.017822266,0.018081665,0.00668335,0.022323608
20090119,-0.001281222,-0.002288607,-0.001784915,0.016494751,0.011177063,-0.00128746,0.018356323
20090120,0.024259136,0.016188111,0.020223623,0.003744125,0.006324768,0.010047913,0.006404877
20090121,0.015677186,0.005000304,0.010338745,-0.004558563,-0.001718521,0.001257896,-0.001698494
20090122,0.015300391,0.019734219,0.017517305,0.010040283,0.011299133,0.017471313,0.007045746
20090123,0.004891476,-0.004325244,0.000283116,-0.007125854,-0.005805969,-0.008102417,-0.006019592
20090202,0.021545385,0.039259954,0.03040267,0.010559082,0.011993408,0.030685425,0.002214432
20090203,0.038225509,0.029324081,0.033774795,0.024429321,0.02520752,0.027267456,0.025054932
20090204,0.027298668,0.028109582,0.027704125,0.022781372,0.027267456,0.022888184,0.032562256
20090205,-0.00613931,-0.013416039,-0.009777675,-0.004615784,-0.007129669,-0.016143799,-0.001395226
20090206,0.047353569,0.038594324,0.042973946,0.039672852,0.040130615,0.045684814,0.036529541
20090209,0.02747796,0.033986389,0.030732175,0.019927979,0.026550293,0.03427124,0.016281128
20090210,0.030130121,0.025377791,0.027753956,0.018188477,0.01309967,0.028686523,0.004104614
20090211,0.028928389,-0.001564815,0.013681787,-0.001915932,0.001883507,0.001823425,0.003129959
20090212,0.014617213,0.006326321,0.010471767,-0.005630493,-0.005489349,0.018768311,-0.017120361
20090213,0.037477641,0.037351361,0.037414501,0.032348633,0.034820557,0.035858154,0.033081055
20090216,0.027097587,0.029023609,0.028060598,0.029556274,0.02633667,0.017623901,0.03503418
20090217,-0.027501821,-0.023055018,-0.02527842,-0.029281616,-0.03125,-0.040588379,-0.02923584
20090218,-0.021073481,-0.040945575,-0.031009528,-0.047241211,-0.045898438,-0.038574219,-0.049926758
20090219,0.013963805,0.02956483,0.021764317,0.0078125,0.009918213,0.020736694,-5.31E-05
20090220,0.040341912,0.040916087,0.040629,0.015426636,0.019973755,0.033294678,0.011627197
20090223,0.046144919,0.043190604,0.044667762,0.019592285,0.02822876,0.03414917,0.022521973
20090224,-0.025018061,-0.037685301,-0.031351681,-0.045593262,-0.045074463,-0.040924072,-0.05355835
20090225,0.009101536,0.019114734,0.014108135,0.002689362,0.00104332,0.006122589,0.013221741
20090226,-0.055197717,-0.05849691,-0.056847314,-0.038665771,-0.049499512,-0.07208252,-0.034088135
20090227,-0.035051492,-0.061215014,-0.048133253,-0.018096924,-0.022689819,-0.060028076,-0.008468628
20090302,0.056597682,0.041667045,0.049132363,0.005088806,0.011291504,0.025588989,0.000378132
20090303,0.042653992,0.016824036,0.029739014,-0.010520935,-0.010398865,0.008476257,-0.017990112
20090304,0.060006912,0.064491804,0.062249358,0.061157227,0.066772461,0.060638428,0.068786621
20090305,0.002711438,0.004769876,0.003740657,0.010452271,0.008651733,0.007606506,0.013809204
20090306,0.018249806,-0.008644491,0.004802657,-0.012634277,-0.007957458,-0.006778717,-0.010536194
20090309,-0.038496145,-0.046356559,-0.042426352,-0.033874512,-0.036743164,-0.044281006,-0.033782959
20090310,0.047153619,0.028853682,0.03800365,0.018798828,0.017364502,0.025787354,0.017303467
20090311,-0.022864194,-0.007339163,-0.015101678,-0.009056091,-0.009101868,-0.005397797,-0.008537292
20090312,0.015787954,0.006511193,0.011149573,-0.002407074,-0.00210762,0.003810883,-0.003513336
20090313,-0.006358527,-0.008287636,-0.007323082,-0.002357483,-0.004638672,-0.010627747,-0.001423836
20090316,0.028954729,0.023402386,0.026178557,0.011482239,0.016403198,0.013008118,0.018554688
20090317,0.042652581,0.038441707,0.040547144,0.030212402,0.03604126,0.037078857,0.029785156
20090318,0.010491612,0.018174227,0.014332919,0.002433777,0.004413605,0.012947083,-0.001885414
20090319,0.031203124,0.029407948,0.030305536,0.01890564,0.021392822,0.022888184,0.018508911
20090320,-0.004076463,-0.00212179,-0.003099126,0.006767273,-0.001144409,-0.004665375,-0.004375458
20090323,0.021289016,0.021454626,0.021371821,0.019454956,0.025024414,0.021469116,0.023651123
20090324,0.013769208,0.014589911,0.01417956,0.005565643,0.005077362,0.007545471,0.005130768
20090325,-0.004935284,-0.016058502,-0.010496893,-0.02003479,-0.020584106,-0.027801514,-0.016159058
20090326,0.035120921,0.01872248,0.026921701,0.030609131,0.032684326,0.02432251,0.036895752
20090327,0.013132642,0.010510885,0.011821763,0.005393982,0.007720947,0.008575439,0.007595062
20090330,0.015179242,0.020518817,0.01784903,-0.006908417,-0.005779266,0.001852989,-0.004505157
20090331,0.034978178,0.008156818,0.021567498,0.00643158,0.009376526,0.010719299,0.007083893
20090401,0.028788983,0.022893666,0.025841325,0.014671326,0.01612854,0.016708374,0.011878967
20090402,0.007909295,0.000393376,0.004151336,0.007171631,0.011054993,0.000977516,0.01424408
20090403,-0.015899429,-0.003031577,-0.009465503,-0.002271652,-0.002288818,-0.010612488,0.007629395
20090407,0.021999366,0.017817544,0.019908455,0.008018494,0.002508163,0.011680603,0.000738144
20090408,-0.025371977,-0.028201756,-0.026786866,-0.037628174,-0.037872314,-0.03414917,-0.04107666
20090409,0.028125577,0.016228985,0.022177281,0.013839722,0.015457153,0.016693115,0.016967773
20090410,0.03202751,0.035855265,0.033941388,0.027038574,0.030929565,0.03237915,0.025985718
20090413,0.009810109,0.019438378,0.014624243,0.028427124,0.023498535,0.013626099,0.023422241
20090414,0.024296742,0.017834064,0.021065403,0.005363464,0.007663727,0.016082764,0.004878998
20090415,0.024235979,0.017366932,0.020801456,0.003513336,0.003780365,0.014320374,-0.002910614
20090416,0.020569294,0.014838677,0.017703985,-0.000761032,4.32E-05,0.004909515,-7.00E-05
20090417,-0.001497358,-0.015681609,-0.008589483,-0.011917114,-0.013549805,-0.012611389,-0.011787415
20090420,0.038350878,0.033803922,0.0360774,0.021377563,0.021499634,0.02772522,0.018997192
20090421,0.010787667,-0.000650776,0.005068446,-0.008460999,-0.011901855,-0.000252008,-0.013389587
20090422,-0.054286417,-0.039743327,-0.047014872,-0.029373169,-0.03704834,-0.050689697,-0.028915405
20090423,0.043672176,0.016372346,0.030022261,0.001056671,0.006710052,0.00561142,0.000892162
20090424,-0.005407824,-0.00665781,-0.006032817,-0.006229401,-0.007972717,-0.007499695,-0.008354187
20090427,-0.033379142,-0.034248261,-0.033813702,-0.017669678,-0.023162842,-0.039733887,-0.017883301
20090428,0.027869893,0.023409891,0.025639892,-0.001626015,0.002084732,0.015029907,-0.000730515
20090429,0.042380813,0.037707177,0.040043995,0.027801514,0.034484863,0.027053833,0.041046143
20090430,0.016913608,0.009466814,0.013190211,0.003799438,0.006736755,0.015190125,-0.002822876
20090504,0.04138983,0.034104416,0.037747123,0.033233643,0.034851074,0.033721924,0.032836914
20090505,0.014071972,0.019707746,0.016889859,0.002902985,0.004684448,0.009513855,0.001552582
20090506,0.02203592,0.018011108,0.020023514,0.009811401,0.013923645,0.013648987,0.009803772
20090507,0.004772057,-0.004472927,0.000149565,0.001901627,0.000758648,-0.006725311,0.00553894
20090508,0.017783367,0.004230953,0.01100716,0.010856628,0.008003235,0.004615784,0.015960693
20090511,-0.035544693,-0.036165677,-0.035855185,-0.017486572,-0.022903442,-0.037750244,-0.01096344
20090512,0.05467295,0.028195319,0.041434135,0.014892578,0.023208618,0.024749756,0.017593384
20090513,0.010458947,0.005559872,0.008009409,0.017410278,0.009124756,0.006851196,0.008758545
20090514,0.015615244,0.002154969,0.008885107,-0.008964539,-0.007606506,0.003835678,-0.015701294
20090515,0.015587876,0.007090836,0.011339356,0.002033234,0.001259804,0.007450104,0.000366449
20090518,0.019812586,0.02002116,0.019916873,0.002841949,0.005168915,0.00761795,0.003341675
20090519,0.011145319,0.011036997,0.011091158,0.009010315,0.010498047,0.009063721,0.010345459
20090520,-0.005040692,-0.002801409,-0.00392105,-0.009437561,-0.00958252,-0.005729675,-0.014945984
20090521,-0.010318056,-0.016593149,-0.013455602,-0.015380859,-0.022338867,-0.017837524,-0.023239136
20090522,0.013330536,0.006346079,0.009838307,-0.004985809,-0.003393173,0.002174377,-0.002437592
20090525,0.030470383,0.005797775,0.018134079,0.004776001,0.004394531,0.005214691,0.00168705
20090526,0.001342314,-0.003792079,-0.001224883,-0.008209229,-0.01197052,0.001023293,-0.012931824
20090527,0.005327053,0.006638256,0.005982655,0.01713562,0.014686584,0.000579834,0.023529053
20090601,0.021267116,0.032497777,0.026882447,0.033569336,0.035736084,0.016967773,0.04296875
20090602,0.013331671,0.008210352,0.010771011,0.001110077,0.002363205,0.006477356,-0.001020432
20090603,0.014377779,0.011870673,0.013124226,0.019927979,0.025924683,0.007827759,0.036071777
20090604,0.009684813,0.004072268,0.00687854,-0.004085541,0.004886627,-0.00127697,0.011367798
