date,stkcd,close,stkname,predictVal
20180809,418,50.4900016784668,小天鹅A,0.6807727502208571
20180809,2205,14.0600004196167,国统股份,0.6894249119603273
20180809,2209,7.139999866485596,达意隆,0.6782803085413227
20180809,2213,11.319999694824219,特尔佳,0.7874714602745366
20180809,2243,7.800000190734863,通产丽星,0.6847110519898504
20180809,2511,8.149999618530273,中顺洁柔,0.6791082081181846
20180809,2580,5.449999809265137,圣阳股份,0.6682946310627069
20180809,300134,10.539999961853027,大富科技,0.6801793207519968
20180809,300232,9.350000381469727,洲明科技,0.674394811742728
20180809,300323,12.460000038146973,华灿光电,0.674812548484013
20180809,300336,4.929999828338623,新文化,0.7059077460754574
20180809,300428,10.760000228881836,四通新材,0.6754359331424377
20180809,300458,22.309999465942383,全志科技,0.6908960667938948
20180809,300476,14.800000190734863,胜宏科技,0.6767771935790503
20180809,600329,17.610000610351562,中新药业,0.6944194837499267
20180809,600345,24.56999969482422,长江通信,0.689665002798053
20180809,600821,4.440000057220459,津劝业,0.6863586945374941
20180809,600853,3.740000009536743,龙建股份,0.677582522231851
20180809,601958,6.489999771118164,金钼股份,0.7157906192298654
20180809,300507,21.25,苏奥传感,0.6836178956772506
20180809,300527,7.5,中国应急,0.6789274334586257
20180809,300537,12.09000015258789,广信材料,0.6670564521667549
20180809,603900,15.449999809265137,莱绅通灵,0.6934758214975534
20180809,2840,13.619999885559082,华统股份,0.7186863482584429
20180809,300554,27.479999542236328,三超新材,0.7146827665982391
20180809,300584,31.799999237060547,海辰药业,0.7093725132338696
20180809,300588,10.5600004196167,熙菱信息,0.7032600253358297
20180809,300607,41.310001373291016,拓斯达,0.7146058290982753
20180809,300643,9.329999923706055,万通智控,0.6932911453645073
20180809,300656,22.170000076293945,民德电子,0.6979291531720908
20180809,300668,19.950000762939453,杰恩设计,0.7134165847464937
20180809,2883,22.6200008392334,中设股份,0.6721581884319326
20180809,2884,21.15999984741211,凌霄泵业,0.7079967157807511
20180809,2887,19.899999618530273,绿茵生态,0.6735418924885127
20180809,300679,27.8799991607666,电连技术,0.6869934453430661
20180809,2890,21.149999618530273,弘宇股份,0.6862798348548194
20180809,300691,22.610000610351562,联合光电,0.7910972767126939
20180809,603286,16.40999984741211,日盈电子,0.6815815110655548
20180809,603595,58.959999084472656,东尼电子,0.6717585552117292
20180809,603063,8.770000457763672,禾望电气,0.6993937927246391
20180809,603458,38.93000030517578,勘设股份,0.6883819473887961
20180809,300698,17.149999618530273,万马科技,0.7029773673487503
20180809,300703,17.290000915527344,创源文化,0.6886407348593556
20180809,300709,33.95000076293945,精研科技,0.7100872133860681
20180809,603607,23.110000610351562,京华激光,0.6721646947173257
20180809,300713,31.0,英可瑞,0.75983964156262
20180809,603605,40.119998931884766,珀莱雅,0.6819620787750102
20180809,2920,23.790000915527344,德赛西威,0.6933283887048809
20180809,603329,22.229999542236328,上海雅仕,0.7353040277615905
20180809,2929,33.40999984741211,润建通信,0.7663667225484092
