date,stkcd,swName1,swName2,swName3,predictVal,buyDate,close,ret,flag
20180726,46,房地产,房地产开发,房地产开发,0.6522567241873725,20180726,6.4,0.0015624999999999112,0.0
20180726,768,国防军工,航空装备,航空装备,0.631578680538327,20180726,17.080000000000002,-0.0317735413056035,0.0
20180726,856,机械设备,专用设备,其它专用机械,0.6311226206402041,20180726,13.4,0.03250188964474687,0.0
20180726,2366,机械设备,专用设备,其它专用机械,0.6443409233500331,20180726,14.92,-0.014676450967311627,0.0
20180726,2389,电子,元件,被动元件,0.6517226972012378,20180726,14.16,-0.0174825174825175,0.0
20180726,2544,通信,通信设备,通信配套服务,0.6994674316897814,20180726,14.28,-0.032707028531663185,0.0
20180726,2622,电气设备,高低压设备,中压设备,0.6337615195960747,20180726,4.25,0.05200945626477527,0.0
20180726,300025,通信,通信设备,通信配套服务,0.6346026588173304,20180726,4.11,0.01941747572815533,0.0
20180726,300069,电气设备,高低压设备,线缆部件及其他,0.6445903496527903,20180726,11.07,0.017086330935251803,0.0
20180726,300091,机械设备,通用机械,其它通用机械,0.7007975348559473,20180726,11.98,-0.022146507666098825,0.0
20180726,300122,医药生物,生物制品,生物制品,0.6387208281739611,20180726,42.42,-0.044651162790697696,0.0
20180726,300248,计算机,计算机应用,IT服务,0.6357562172769609,20180726,6.12,0.00978792822185981,0.0
20180726,300295,传媒,互联网传媒,互联网信息服务,0.6379026637402692,20180726,12.78,0.0,0.0
20180726,300342,家用电器,白色家电,家电零部件,0.6294424283280176,20180726,12.26,-0.010603588907014627,0.0
20180726,300344,建筑材料,其他建材,耐火材料,0.6310303689991539,20180726,8.01,0.0037735849056603765,0.0
20180726,300386,计算机,计算机设备,计算机设备,0.6295283183519453,20180726,11.8,0.0033840947546530664,0.0
20180726,300471,机械设备,专用设备,其它专用机械,0.6308675987353353,20180726,6.9,0.03188405797101446,0.0
20180726,300477,电气设备,高低压设备,中压设备,0.6337516418578807,20180726,13.0,-0.0045977011494253706,0.0
20180726,600273,化工,化学制品,其他化学制品,0.6662071228061516,20180726,9.29,0.008583690987124415,0.0
20180726,600436,医药生物,中药,中药,0.6480134172046482,20180726,118.36,0.0021867115222875544,0.0
20180726,600448,纺织服装,纺织制造,印染,0.6644939591527987,20180726,4.5200000000000005,0.08027522935779818,0.0
20180726,600695,非银金融,多元金融,多元金融,0.6462477199676994,20180726,3.8,0.05235602094240832,0.0
20180726,600771,医药生物,中药,中药,0.6339635352654598,20180726,48.82,-0.0045008183306055605,0.0
20180726,600885,电气设备,高低压设备,低压设备,0.6414514406647992,20180726,26.63,0.0014992503748125774,0.0
20180726,600986,传媒,营销传播,营销服务,0.6430368552811172,20180726,6.08,0.008196721311475308,0.0
20180726,603108,医药生物,医疗服务,医疗服务,0.6753663818345162,20180726,12.73,-0.0234375,0.0
20180726,2780,纺织服装,服装家纺,其他服装,0.6344058927074786,20180726,16.69,0.0053956834532373765,0.0
20180726,300527,国防军工,地面兵装,地面兵装,0.6491602049577591,20180726,9.68,-0.012345679012345734,0.0
20180726,300532,计算机,计算机应用,IT服务,0.6516987255262966,20180726,16.95,0.006478209658421719,0.0
20180726,300538,化工,塑料,改性塑料,0.6440282299229567,20180726,23.49,-0.01959114139693363,0.0
20180726,300534,医药生物,中药,中药,0.6659440701261687,20180726,8.81,-0.01352874859075548,0.0
20180726,300536,建筑装饰,园林工程,园林工程,0.6496756740766191,20180726,11.25,-0.001777777777777767,0.0
20180726,2820,食品饮料,食品加工,食品综合,0.6456704113233306,20180726,15.15,0.005312084993359889,0.0
20180726,2852,农林牧渔,农产品加工,粮油加工,0.6289302398525326,20180726,15.81,0.0044275774826059155,0.0
20180726,300629,机械设备,通用机械,磨具磨料,0.6309883215684771,20180726,23.54,-0.011925042589437829,0.0
20180726,300631,公用事业,环保工程及服务,环保工程及服务,0.6599280141701044,20180726,22.43,-0.015064244572441265,0.0
20180726,300657,电子,元件,印制电路板,0.6543044936610949,20180726,33.35,-0.006524317912218192,0.0
20180726,300668,建筑装饰,房屋建设,房屋建设,0.6869100080299124,20180726,23.51,0.003357112882920621,0.0
20180726,2883,建筑装饰,基础建设,路桥施工,0.654890172404809,20180726,27.97,-0.009974141115626112,0.0
20180726,300671,电子,半导体,集成电路,0.6287742109089315,20180726,33.13,-0.04160246533127898,0.0
20180726,603181,化工,化学制品,其他化学制品,0.6264740999306166,20180726,20.0,-0.003996003996003861,0.0
20180726,603557,纺织服装,服装家纺,鞋帽,0.6318699718591633,20180726,13.16,0.0007598784194529085,0.0
20180726,603079,医药生物,化学制药,化学原料药,0.6409844296834567,20180726,28.77,-0.04626456477039065,0.0
20180726,2897,通信,通信设备,通信传输设备,0.6394589630404632,20180726,25.14,-0.05460342766042248,0.0
20180726,2893,公用事业,电力,热电,0.6311851509863713,20180726,24.05,0.0012494793835899909,0.0
20180726,603321,机械设备,专用设备,楼宇设备,0.6515247308047929,20180726,9.17,0.006507592190889255,0.0
20180726,603157,纺织服装,服装家纺,女装,0.6432322882342656,20180726,17.98,-0.003409090909091028,0.0
20180726,300723,医药生物,化学制药,化学制剂,0.6242392813323632,20180726,36.05,0.009722222222222188,0.0
20180726,2918,建筑材料,其他建材,其他建材,0.6477075666324152,20180726,22.99,-0.016386373436826362,0.0
20180726,603680,机械设备,运输设备,铁路设备,0.6427072760230926,20180726,30.51,0.0013166556945358732,0.0
20180726,407,公用事业,燃气,燃气,0.6350419300667016,20180725,4.18,0.05700712589073631,0.0
20180726,636,电子,元件,被动元件,0.6723978861437738,20180725,20.68,-0.0023980815347721673,0.0
20180726,932,钢铁,钢铁,普钢,0.6974294546648073,20180725,9.49,-0.01002004008016033,0.0
20180726,2110,钢铁,钢铁,普钢,0.6612554579641882,20180725,20.63,-0.037572254335260125,0.0
20180726,2338,机械设备,仪器仪表,仪器仪表,0.6480063833264291,20180725,10.97,-0.014427412082957614,0.0
20180726,2538,化工,化学制品,复合肥,0.6575095993033004,20180725,4.84,0.02862985685071595,0.0
20180726,2576,电气设备,电机,电机,0.6460963769242857,20180725,10.55,0.003913894324853118,0.0
20180726,2633,机械设备,通用机械,机械基础件,0.6392518349842047,20180725,9.0,0.017857142857142794,0.0
20180726,2684,汽车,汽车零部件,汽车零部件,0.7000226571979918,20180725,8.2,0.09975062344139651,2.0
20180726,300069,电气设备,高低压设备,线缆部件及其他,0.6533976789016795,20180725,11.02,0.02168021680216814,0.0
20180726,300074,计算机,计算机应用,软件开发,0.6358782289654789,20180725,3.99,0.017199017199017064,0.0
