stkcd,close,swName1,swName2,swName3,predictVal,buyDate,ret,flag,date
89,8.09,交通运输,机场,机场,0.6309169777314031,20180719,0.016089108910891214,0.0,20180719
333,45.9,家用电器,白色家电,空调,0.6518040671333748,20180719,0.000863744331677907,0.0,20180719
610,6.03,休闲服务,酒店,酒店,0.6282061000356689,20180719,-0.02003338898163609,0.0,20180719
636,23.37,电子,元件,被动元件,0.7265644274097459,20180719,-0.012663755458515391,0.0,20180719
650,7.6400000000000015,医药生物,中药,中药,0.6684664812274744,20180719,-0.003896103896103953,0.0,20180719
2342,3.68,机械设备,金属制品,金属制品,0.6296756937273463,20180719,-0.016393442622950838,0.0,20180719
2528,4.1,计算机,计算机设备,计算机设备,0.6359230455045238,20180719,-0.009803921568627416,0.0,20180719
2662,4.95,汽车,汽车零部件,汽车零部件,0.6746781226783697,20180719,-0.03043478260869581,0.0,20180719
300050,5.65,通信,通信设备,通信配套服务,0.6633867326512912,20180719,-0.03345070422535201,0.0,20180719
300064,5.67,机械设备,通用机械,磨具磨料,0.6321766217543642,20180719,0.0,0.0,20180719
300076,5.39,电子,光学光电子,显示器件,0.6538736168054797,20180719,0.026266416510318802,0.0,20180719
300128,4.58,电子,光学光电子,显示器件,0.6406651235488361,20180719,-0.018018018018018056,0.0,20180719
300214,4.8,化工,化学制品,其他化学制品,0.6569317709190172,20180719,-0.008350730688935326,0.0,20180719
300223,24.3,电子,半导体,集成电路,0.6429630722307728,20180719,-0.012836438923395588,0.0,20180719
300236,29.57,化工,化学制品,其他化学制品,0.6342991635322685,20180719,-0.007841800204568705,0.0,20180719
300306,8.27,机械设备,仪器仪表,仪器仪表,0.6282009682678602,20180719,0.02716049382716057,0.0,20180719
300319,7.86,电子,光学光电子,显示器件,0.6284546641567293,20180719,-0.01146496815286635,0.0,20180719
300377,14.16,计算机,计算机应用,软件开发,0.6292902415358869,20180719,-0.004285714285714337,0.0,20180719
300413,43.52,商业贸易,一般零售,多业态零售,0.6849314648882844,20180719,-0.004310344827586188,0.0,20180719
300419,6.3100000000000005,计算机,计算机应用,IT服务,0.6368447483894027,20180719,-0.02857142857142858,0.0,20180719
300422,14.26,公用事业,环保工程及服务,环保工程及服务,0.6341861196370091,20180719,0.04564606741573041,0.0,20180719
300458,23.71,电子,半导体,集成电路,0.6773897291950752,20180719,0.002096436058700135,0.0,20180719
600027,4.46,公用事业,电力,火电,0.6705430212269731,20180719,0.013544018058690765,0.0,20180719
600152,5.64,电子,其他电子,其他电子,0.6521580003520175,20180719,0.04727272727272713,0.0,20180719
600290,5.3100000000000005,电气设备,电源设备,风电设备,0.6585015856939754,20180719,-0.05492424242424243,0.0,20180719
600323,15.57,公用事业,环保工程及服务,环保工程及服务,0.6833032987439109,20180719,0.00965872504829357,0.0,20180719
600512,2.2,建筑装饰,基础建设,路桥施工,0.6257866758185614,20180719,-0.004524886877827927,0.0,20180719
600575,3.16,交通运输,物流,物流,0.6702982644988994,20180719,-0.0031746031746030523,0.0,20180719
600652,4.57,传媒,互联网传媒,移动互联网服务,0.6319201638122772,20180719,-0.008849557522123908,0.0,20180719
600810,18.0,化工,化学纤维,其他纤维,0.6397493141723392,20180719,0.08352017937219736,0.0,20180719
600866,4.54,食品饮料,食品加工,调味发酵品,0.6354251688494621,20180719,-0.02136752136752129,0.0,20180719
601011,6.29,采掘,煤炭开采,焦炭加工,0.6655736641531034,20180719,0.004823151125401992,0.0,20180719
603008,17.56,轻工制造,家用轻工,家具,0.6391185042522547,20180719,-0.006857142857142895,0.0,20180719
603368,35.36,医药生物,医药商业,医药商业,0.6768726089081286,20180719,-0.0013881177123821198,0.0,20180719
300490,17.77,电气设备,电气自动化设备,电网自动化,0.6368383982970449,20180719,-0.04535274356103014,0.0,20180719
2798,32.55,轻工制造,家用轻工,其他家用轻工,0.6762980342794586,20180719,-0.03041252634748559,0.0,20180719
603986,116.97,电子,半导体,集成电路,0.6344111641760632,20180719,0.0010353753235547991,0.0,20180719
603660,22.26,计算机,计算机设备,计算机设备,0.6376273954284026,20180719,-0.03998203054806826,0.0,20180719
603823,15.91,化工,化学制品,涂料油漆油墨制造,0.6584913896397033,20180719,0.006285355122564562,0.0,20180719
2841,59.5,电子,光学光电子,显示器件,0.6273456892393587,20180719,-0.026982560052648874,0.0,20180719
300618,151.58,有色金属,稀有金属,其他稀有小金属,0.7268548715833877,20180719,-0.0007231608704227899,0.0,20180719
300628,69.91,通信,通信设备,通信传输设备,0.628862457205785,20180719,-0.001720676799541021,0.0,20180719
300659,21.43,计算机,计算机应用,软件开发,0.6382971663419804,20180719,0.0,0.0,20180719
300658,15.91,纺织服装,纺织制造,其他纺织,0.6370016947030454,20180719,0.033228840125391734,0.0,20180719
300662,23.56,休闲服务,其他休闲服务,其他休闲服务,0.6788288831957658,20180719,-0.01520270270270263,0.0,20180719
603086,25.52,化工,化学制品,农药,0.6356671561488914,20180719,-0.02140910860256917,0.0,20180719
603225,20.42,化工,化学纤维,涤纶,0.636583386421313,20180719,0.00829673011224985,0.0,20180719
300703,21.75,轻工制造,家用轻工,文娱用品,0.7189354327819086,20180719,0.02809243316719523,0.0,20180719
300715,24.03,建筑材料,其他建材,其他建材,0.7354495170758847,20180719,0.041984732824427384,0.0,20180719
603937,17.62,建筑材料,其他建材,其他建材,0.6475441773004303,20180719,-0.0361581920903955,0.0,20180719
610,5.8100000000000005,休闲服务,酒店,酒店,0.6116809001704478,20180718,-0.026533996683250405,0.0,20180719
2192,22.13,机械设备,专用设备,其它专用机械,0.6701382869843312,20180718,-0.031206975676915993,0.0,20180719
2247,7.53,传媒,互联网传媒,移动互联网服务,0.6013170186132106,20180718,-0.0307898259705488,0.0,20180719
2253,14.62,计算机,计算机应用,软件开发,0.610042657850116,20180718,-0.014344262295082011,0.0,20180719
2261,4.46,传媒,互联网传媒,移动互联网服务,0.6075038751787888,20180718,-0.027027027027027084,0.0,20180719
2331,7.33,计算机,计算机应用,IT服务,0.6181142428518189,20180718,-0.027100271002710064,0.0,20180719
2342,3.67,机械设备,金属制品,金属制品,0.6661096982044165,20180718,-0.021739130434782594,0.0,20180719
2362,19.9,计算机,计算机应用,软件开发,0.6085367321022326,20180718,-0.020875763747454146,0.0,20180719
2418,4.0,家用电器,白色家电,家电零部件,0.7382329846764563,20180718,-0.012690355329949221,0.0,20180719
2428,7.53,有色金属,稀有金属,其他稀有小金属,0.6192494664612104,20180718,-0.02929427430093201,0.0,20180719
2507,28.31,食品饮料,食品加工,食品综合,0.6002915996366605,20180718,-0.0231741573033708,0.0,20180719
2528,4.18,计算机,计算机设备,计算机设备,0.6043021767614064,20180718,-0.014634146341463317,0.0,20180719
2586,5.8100000000000005,建筑装饰,基础建设,水利工程,0.6487945348072282,20180718,-0.014184397163120477,0.0,20180719
2638,2.96,传媒,文化传媒,其他文化传媒,0.6310741879752554,20180718,-0.04054054054054057,0.0,20180719
2649,9.03,计算机,计算机应用,IT服务,0.6101218358246236,20180718,-0.019079685746352437,0.0,20180719
300025,4.13,通信,通信设备,通信配套服务,0.6020739575384475,20180718,-0.027431421446383997,0.0,20180719
300043,3.87,传媒,互联网传媒,移动互联网服务,0.6349019552568849,20180718,-0.02325581395348586,0.0,20180719
300051,7.96,传媒,互联网传媒,互联网信息服务,0.6236353999221389,20180718,-0.017879948914431676,0.0,20180719
300069,11.98,电气设备,高低压设备,线缆部件及其他,0.6460912212465816,20180718,-0.09923664122137399,3.0,20180719
300143,10.61,医药生物,医疗服务,医疗服务,0.6205843123531306,20180718,0.02237354085603127,0.0,20180719
300158,4.66,医药生物,化学制药,化学制剂,0.6294358190905137,20180718,-0.028017241379310276,0.0,20180719
300202,10.28,计算机,计算机设备,计算机设备,0.6290080690467592,20180718,-0.019512195121951126,0.0,20180719
300304,4.18,汽车,汽车零部件,汽车零部件,0.6016388734972592,20180718,-0.009708737864077666,0.0,20180719
300319,7.83,电子,光学光电子,显示器件,0.5999285591576602,20180718,-0.012722646310432628,0.0,20180719
300355,5.19,建筑装饰,园林工程,园林工程,0.6008344029558319,20180718,-0.019157088122605304,0.0,20180719
300390,11.78,电子,其他电子,其他电子,0.7389781710879241,20180718,-0.04861111111111116,0.0,20180719
300415,8.5,机械设备,专用设备,其它专用机械,0.6098651839478505,20180718,-0.023866348448687513,0.0,20180719
300465,8.36,计算机,计算机应用,软件开发,0.5987396887145884,20180718,-0.019230769230769273,0.0,20180719
300471,6.79,机械设备,专用设备,其它专用机械,0.6130993654122724,20180718,-0.0313432835820896,0.0,20180719
600056,18.65,医药生物,医药商业,医药商业,0.6033515153701616,20180718,-0.004301075268817289,0.0,20180719
600121,3.43,采掘,煤炭开采,煤炭开采,0.6302105286631751,20180718,-0.008823529411764675,0.0,20180719
600319,4.86,化工,化学制品,其他化学制品,0.646754708844505,20180718,0.101010101010101,2.0,20180719
600328,7.37,化工,化学原料,无机盐,0.6146863314218316,20180718,-0.008108108108108136,0.0,20180719
600369,3.77,非银金融,证券,证券,0.6018624049638388,20180718,-0.007999999999999896,0.0,20180719
600532,4.49,采掘,其他采掘,其他采掘,0.629867375616435,20180718,0.0045045045045044585,0.0,20180719
600638,9.11,房地产,房地产开发,房地产开发,0.6602364577079195,20180718,-0.01318681318681314,0.0,20180719
600652,4.5600000000000005,传媒,互联网传媒,移动互联网服务,0.6256352567216947,20180718,-0.01969365426695835,0.0,20180719
600727,7.01,化工,化学制品,磷肥,0.6183362288514312,20180718,-0.03683492496589358,0.0,20180719
600892,8.290000000000001,传媒,互联网传媒,移动互联网服务,0.6086327656744435,20180718,0.0,0.0,20180719
601555,6.53,非银金融,证券,证券,0.6071848226861196,20180718,-0.012364760432766464,0.0,20180719
603368,36.06,医药生物,医药商业,医药商业,0.6447943655372567,20180718,0.017251131221719396,0.0,20180719
300508,28.15,计算机,计算机应用,IT服务,0.6737831736980899,20180718,-0.03180212014134276,0.0,20180719
300537,13.71,化工,化学制品,涂料油漆油墨制造,0.6048298126857767,20180718,-0.012599469496021198,0.0,20180719
300689,42.97,通信,通信设备,终端设备,0.7253482194998684,20180718,0.012499999999999956,0.0,20180719
603232,28.34,计算机,计算机应用,软件开发,0.6209881321258323,20180718,-0.027959331880900495,0.0,20180719
603767,8.67,汽车,汽车零部件,汽车零部件,0.6149917500644809,20180718,-0.02188940092165892,0.0,20180719
603286,20.4,汽车,汽车零部件,汽车零部件,0.6187509021725534,20180718,-0.04154154154154144,0.0,20180719
603617,19.74,机械设备,通用机械,其它通用机械,0.6416316619965768,20180718,0.03467336683417077,0.0,20180719
603757,27.69,机械设备,通用机械,其它通用机械,0.6667672628804759,20180718,-0.005041411595246736,0.0,20180719
603970,20.52,化工,化学制品,农药,0.6958328233040373,20180718,-0.04863078375826235,0.0,20180719
