date,stkcd,swName1,swName2,swName3,predictVal,buyDate,close,ret,flag
20180731,933,有色金属,工业金属,铝,0.6297499723046714,20180731,5.2,0.0038535645472059787,0.0
20180731,2013,国防军工,航空装备,航空装备,0.6293380650445278,20180731,8.57,0.00810185185185186,0.0
20180731,2307,建筑装饰,基础建设,路桥施工,0.7167510680029944,20180731,6.05,-0.024671052631578982,0.0
20180731,2399,医药生物,化学制药,化学原料药,0.7058910926382959,20180731,17.95,0.022453450164293454,0.0
20180731,2415,电子,电子制造,电子系统组装,0.6201207794564062,20180731,34.300000000000004,0.01556534508076357,0.0
20180731,2458,农林牧渔,畜禽养殖,畜禽养殖,0.6797961908032861,20180731,21.96,-0.01118568232662187,0.0
20180731,2523,机械设备,专用设备,重型机械,0.6774103318010468,20180731,3.45,-0.005780346820809301,0.0
20180731,2618,电子,元件,印制电路板,0.6258703592577077,20180731,20.67,0.019961051606621316,0.0
20180731,2737,医药生物,中药,中药,0.6619108007710964,20180731,20.97,0.014285714285714235,0.0
20180731,2746,农林牧渔,畜禽养殖,畜禽养殖,0.6227921429876087,20180731,14.14,-0.004213483146067398,0.0
20180731,300001,电气设备,高低压设备,中压设备,0.6662449461676861,20180731,14.48,-0.006147540983606592,0.0
20180731,300013,交通运输,物流,物流,0.6235996909574958,20180731,9.67,-0.0030991735537189147,0.0
20180731,300054,化工,化学制品,其他化学制品,0.6233676896537498,20180731,8.82,0.01242937853107362,0.0
20180731,300124,电气设备,电气自动化设备,工控自动化,0.6266737920559989,20180731,27.55,-0.033671252715423594,0.0
20180731,300132,化工,化学制品,其他化学制品,0.6267627966286545,20180731,11.78,-0.0016835016835018424,0.0
20180731,300278,机械设备,通用机械,其它通用机械,0.6203320034429186,20180731,8.14,0.006150061500614923,0.0
20180731,300347,医药生物,医疗服务,医疗服务,0.7114157044703077,20180731,58.48,0.032158211521926106,0.0
20180731,300408,电子,元件,被动元件,0.6682585820660182,20180731,24.52,-0.019433198380566785,0.0
20180731,300413,商业贸易,一般零售,多业态零售,0.6371864756662434,20180731,40.52,-0.03818093385213994,0.0
20180731,300444,电气设备,高低压设备,中压设备,0.6442604398136149,20180731,8.8,0.005681818181818121,0.0
20180731,600095,房地产,房地产开发,房地产开发,0.6445752266663762,20180731,4.33,0.025229357798165042,0.0
20180731,600270,交通运输,物流,物流,0.6489158275201478,20180731,21.08,0.017552182163187657,0.0
20180731,600276,医药生物,化学制药,化学制剂,0.6248833430156896,20180731,69.05,0.005254707341993958,0.0
20180731,600467,农林牧渔,渔业,水产养殖,0.6404691087249704,20180731,2.36,0.008474576271186418,0.0
20180731,600521,医药生物,化学制药,化学原料药,0.6254764757455669,20180731,20.33,-0.009295499021526488,0.0
20180731,600619,家用电器,白色家电,家电零部件,0.6420124812708748,20180731,11.95,0.019214703425229684,0.0
20180731,600684,房地产,房地产开发,房地产开发,0.630127035869815,20180731,4.78,0.014553014553014387,0.0
20180731,600803,公用事业,环保工程及服务,环保工程及服务,0.6215129181470634,20180731,12.32,-0.004838709677419395,0.0
20180731,600864,非银金融,证券,证券,0.6619640565017649,20180731,4.46,0.0045045045045044585,0.0
20180731,600867,医药生物,生物制品,生物制品,0.6563052254320566,20180731,20.97,0.06292682926829274,0.0
20180731,600894,机械设备,专用设备,楼宇设备,0.6203078670178557,20180731,6.01,-0.006677796327211993,0.0
20180731,600895,房地产,园区开发,园区开发,0.6302561066854228,20180731,10.97,0.009140767824497464,0.0
20180731,601003,钢铁,钢铁,普钢,0.624699887880323,20180731,10.1,0.007905138339920903,0.0
20180731,603108,医药生物,医疗服务,医疗服务,0.6784515668270614,20180731,11.78,0.003355704697986628,0.0
20180731,603936,电子,元件,印制电路板,0.6214058530266532,20180731,18.78,-0.0036880927291886856,0.0
20180731,603658,医药生物,医疗器械,医疗器械,0.6510451529287534,20180731,73.55,-0.028377460964019052,0.0
20180731,603986,电子,半导体,集成电路,0.6674328518491283,20180731,113.55,0.006039387308533817,0.0
20180731,300559,计算机,计算机应用,软件开发,0.6575703540345085,20180731,34.74,0.0205807724837892,0.0
20180731,2821,医药生物,化学制药,化学原料药,0.6784870693255284,20180731,78.86,0.003408660522661311,0.0
20180731,2826,医药生物,中药,中药,0.6216267634008575,20180731,14.66,0.015883977900552626,0.0
20180731,2841,电子,光学光电子,显示器件,0.6248568396432717,20180731,58.2,0.015976636316784143,0.0
20180731,300639,医药生物,医疗器械,医疗器械,0.6300576969829383,20180731,18.55,0.002698327037236936,0.0
20180731,300647,电子,电子制造,电子零部件制造,0.6450007305076548,20180731,20.1,-0.0034653465346534684,0.0
20180731,603096,传媒,文化传媒,平面媒体,0.6246462023796869,20180731,85.74,-0.0013938901149960214,0.0
20180731,603429,轻工制造,造纸,造纸,0.6506522256398666,20180731,29.84,0.0050133689839571005,0.0
20180731,603811,医药生物,化学制药,化学制剂,0.6322723012645068,20180731,30.25,0.0019588638589618235,0.0
20180731,300702,医药生物,化学制药,化学制剂,0.6245857311755073,20180731,19.34,0.0036101083032491488,0.0
20180731,2900,医药生物,化学制药,化学制剂,0.6284459607254191,20180731,15.55,0.002580645161290418,0.0
20180731,603477,纺织服装,纺织制造,辅料,0.6367143366480941,20180731,13.15,0.005347593582887722,0.0
20180731,2925,电子,电子制造,电子零部件制造,0.6269269645055858,20180731,53.25,-0.011884865366759478,0.0
20180731,100,家用电器,视听器材,彩电,0.6192009194571081,20180730,3.0,-0.0033222591362126463,0.0
20180731,401,建筑材料,水泥制造,水泥制造,0.6286465253782471,20180730,11.17,-0.0176522506619593,0.0
20180731,596,食品饮料,饮料制造,白酒,0.6118024863238899,20180730,95.09,0.014732965009208066,0.0
