date,stkcd,swName1,swName2,swName3,predictVal,buyDate,close,ret,flag
20180803,65,建筑装饰,专业工程,国际工程承包,0.7208190548060949,20180803,8.86,-0.03409090909090917,0.0
20180803,151,商业贸易,贸易,贸易,0.6889702455693153,20180803,12.83,-0.018181818181818188,0.0
20180803,543,公用事业,电力,火电,0.6974249992690452,20180803,4.83,0.01649484536082446,0.0
20180803,601,公用事业,电力,水电,0.6955809524088724,20180803,4.8100000000000005,0.04123711340206171,0.0
20180803,672,建筑材料,水泥制造,水泥制造,0.7022557010608135,20180803,10.1,-0.04399999999999993,0.0
20180803,708,钢铁,钢铁,特钢,0.6761650976047588,20180803,9.14,-0.020879120879120805,0.0
20180803,729,食品饮料,饮料制造,啤酒,0.7470041351669028,20180803,6.92,-0.03433476394849788,0.0
20180803,753,汽车,汽车服务,汽车服务,0.7049788325308644,20180803,3.08,-0.013029315960912058,0.0
20180803,819,化工,石油化工,石油加工,0.8284924147576551,20180803,12.09,-0.05982905982905995,0.0
20180803,829,商业贸易,专业零售,专业连锁,0.6721960206553685,20180803,8.42,0.01666666666666683,0.0
20180803,860,食品饮料,饮料制造,白酒,0.7276698523366074,20180803,44.18,-0.04956798544793084,0.0
20180803,875,公用事业,电力,火电,0.6888217529330051,20180803,2.95,0.0034129692832762792,0.0
20180803,2012,轻工制造,造纸,造纸,0.7317813791299307,20180803,5.36,0.09259259259259256,0.0
20180803,2013,国防军工,航空装备,航空装备,0.6854105007879471,20180803,7.72,-0.013123359580052396,0.0
20180803,2027,传媒,营销传播,营销服务,0.7749873637678474,20180803,10.42,-0.023832221163012424,0.0
20180803,2044,医药生物,医疗服务,医疗服务,0.7830801926176013,20180803,17.45,-0.060518731988472685,0.0
20180803,2203,有色金属,工业金属,铜,0.6717079987645692,20180803,8.26,0.019656019656019597,0.0
20180803,2356,轻工制造,家用轻工,珠宝首饰,0.6794082907332639,20180803,10.35,-0.0606352261790184,0.0
20180803,2618,电子,元件,印制电路板,0.821725335123579,20180803,19.3,-0.09152719665271969,0.0
20180803,300001,电气设备,高低压设备,中压设备,0.7278789296722369,20180803,13.94,-0.024045261669023987,0.0
20180803,300156,公用事业,环保工程及服务,环保工程及服务,0.6733796546625295,20180803,6.0,0.03171953255425697,0.0
20180803,300303,电子,光学光电子,LED,0.7286541048715807,20180803,2.78,0.021505376344086002,0.0
20180803,300308,通信,通信设备,通信传输设备,0.6819758517413378,20180803,46.1,-0.026845637583892468,0.0
20180803,300395,有色金属,金属非金属新材料,非金属新材料,0.6838195536306237,20180803,14.65,-0.018659295093296446,0.0
20180803,300469,计算机,计算机应用,软件开发,0.6800153271116175,20180803,21.6,-0.07133058984910845,0.0
20180803,600095,房地产,房地产开发,房地产开发,0.6710082553240917,20180803,4.23,0.02386634844868718,0.0
20180803,600116,公用事业,电力,水电,0.7052033251729206,20180803,6.76,0.02481751824817513,0.0
20180803,600126,钢铁,钢铁,普钢,0.6893685700899367,20180803,4.82,-0.022964509394572064,0.0
20180803,600160,化工,化学制品,氟化工及制冷剂,0.6749427615355476,20180803,7.84,-0.010088272383354413,0.0
20180803,600225,房地产,房地产开发,房地产开发,0.6762442309129333,20180803,3.92,-0.058666666666666645,0.0
20180803,600368,交通运输,高速公路,高速公路,0.7132608996692812,20180803,3.37,0.008955223880596996,0.0
20180803,600395,采掘,煤炭开采,煤炭开采,0.6864833507214043,20180803,6.12,0.017973856209150485,0.0
20180803,600674,公用事业,电力,水电,0.7011529411367339,20180803,8.58,0.0011641443538998875,0.0
20180803,600704,综合,综合,综合,0.7015362717101067,20180803,5.23,-0.00956022944550683,0.0
20180803,600761,机械设备,专用设备,工程机械,0.707687314622028,20180803,9.63,0.007268951194184803,0.0
