stkcd,close,swName1,swName2,swName3,predictVal,buyDate,ret,flag,date
735,12.0,农林牧渔,畜禽养殖,畜禽养殖,0.6626784049236617,20180706,0.04201680672268915,0.0,20180706
2138,16.34,电子,元件,被动元件,0.6446866381471332,20180706,-0.0036429872495445936,0.0,20180706
2264,8.31,商业贸易,一般零售,超市,0.6827180970965412,20180706,0.009638554216867545,0.0,20180706
2268,20.77,计算机,计算机设备,计算机设备,0.6712236190561878,20180706,-0.00903471231573949,0.0,20180706
2271,15.13,建筑材料,其他建材,其他建材,0.6913886773369837,20180706,0.028326745718050272,0.0,20180706
2289,8.97,电子,光学光电子,显示器件,0.6354408729837061,20180706,-0.03314917127071826,0.0,20180706
2729,24.09,电子,其他电子,其他电子,0.7285289157306853,20180706,0.05195344970906057,0.0,20180706
300078,8.97,电子,其他电子,其他电子,0.6687129909131734,20180706,0.012127894156560126,0.0,20180706
300097,17.97,机械设备,通用机械,其它通用机械,0.6695170698944497,20180706,0.02737430167597754,0.0,20180706
300138,6.34,农林牧渔,农产品加工,其他农产品加工,0.6777317707873605,20180706,0.04552590266875978,0.0,20180706
300177,14.1,计算机,计算机设备,计算机设备,0.6943392574600346,20180706,0.015086206896551824,0.0,20180706
300242,6.7,传媒,营销传播,营销服务,0.6802423710704585,20180706,-0.010355029585798703,0.0,20180706
300303,2.59,电子,光学光电子,LED,0.6351780431130541,20180706,0.011583011583011782,0.0,20180706
300323,12.56,电子,光学光电子,LED,0.6606733194951032,20180706,0.07120253164556956,0.0,20180706
300404,19.53,医药生物,医疗服务,医疗服务,0.6387711787906063,20180706,0.020623742454728422,0.0,20180706
300468,17.18,计算机,计算机应用,软件开发,0.659374393156031,20180706,0.0017331022530329143,0.0,20180706
300476,15.1,电子,元件,印制电路板,0.6462192256817433,20180706,-0.02016916070266761,0.0,20180706
600009,57.38,交通运输,机场,机场,0.6882449600617181,20180706,-0.02596723597072159,0.0,20180706
600048,10.71,房地产,房地产开发,房地产开发,0.7205899730292009,20180706,-0.016728624535315983,0.0,20180706
600419,17.32,综合,综合,综合,0.6922379181265168,20180706,0.0028901734104047616,0.0,20180706
600476,17.34,计算机,计算机应用,IT服务,0.6577341653943604,20180706,-0.0023014959723820505,0.0,20180706
600660,25.58,汽车,汽车零部件,汽车零部件,0.645055138274553,20180706,-0.00899139953088357,0.0,20180706
600789,10.13,医药生物,化学制药,化学制剂,0.6484696376515997,20180706,0.04079601990049753,0.0,20180706
600892,8.73,传媒,互联网传媒,移动互联网服务,0.691640671906829,20180706,-0.0035460992907803135,0.0,20180706
300490,16.96,电气设备,电气自动化设备,电网自动化,0.6388571647327291,20180706,-0.019538188277087087,0.0,20180706
603996,10.74,家用电器,视听器材,彩电,0.6368659983733035,20180706,0.022140221402213944,0.0,20180706
2805,21.3,化工,化学原料,其他化学原料,0.7161685688919062,20180706,0.015954950727358197,0.0,20180706
2836,14.67,轻工制造,包装印刷,包装印刷,0.6446098211170417,20180706,0.03452945159106302,0.0,20180706
300567,76.46000000000002,机械设备,仪器仪表,仪器仪表,0.6711920620777628,20180706,0.02949621508744449,0.0,20180706
300589,14.15,国防军工,船舶制造,船舶制造,0.6643973385497158,20180706,0.02250351617440227,0.0,20180706
300598,28.82,计算机,计算机应用,软件开发,0.6405817899930063,20180706,0.11856033874382499,0.0,20180706
300601,64.7,医药生物,生物制品,生物制品,0.6755222921859859,20180706,0.006857855361595888,0.0,20180706
300667,32.99,电气设备,电气自动化设备,电网自动化,0.6954096738713278,20180706,0.003823529411764781,0.0,20180706
300678,27.0,计算机,计算机应用,IT服务,0.6408916620961206,20180706,0.0,0.0,20180706
300685,58.7,医药生物,生物制品,生物制品,0.6446498337963628,20180706,-0.02102407595795186,0.0,20180706
300689,44.06,通信,通信设备,终端设备,0.7073663149194577,20180706,0.07712082262210807,0.0,20180706
2892,28.71,电气设备,电机,电机,0.6520233903093706,20180706,0.011805555555555625,0.0,20180706
603039,90.84,计算机,计算机应用,软件开发,0.6650552600432109,20180706,0.024419889502762526,0.0,20180706
603488,8.72,电气设备,电气自动化设备,工控自动化,0.6589663782316583,20180706,0.011350737797956922,0.0,20180706
603579,69.31,家用电器,白色家电,小家电,0.658407443767673,20180706,0.017870010087908783,0.0,20180706
603637,11.95,建筑装饰,专业工程,化学工程,0.647354817854507,20180706,0.011666666666666714,0.0,20180706
603536,9.44,食品饮料,食品加工,食品综合,0.645496456427253,20180706,0.005268703898841043,0.0,20180706
603500,13.36,机械设备,运输设备,铁路设备,0.6876074674912876,20180706,0.005216095380029762,0.0,20180706
2897,21.1,通信,通信设备,通信传输设备,0.6541420230149461,20180706,0.003292568203198565,0.0,20180706
300703,19.57,轻工制造,家用轻工,文娱用品,0.7504454170502334,20180706,-0.020263424518743745,0.0,20180706
2907,29.51,医药生物,中药,中药,0.6528458988829734,20180706,0.0016840687100034835,0.0,20180706
300715,21.1,建筑材料,其他建材,其他建材,0.7309611994269589,20180706,0.0009469696969697239,0.0,20180706
300718,17.17,机械设备,通用机械,机械基础件,0.6838695547177208,20180706,0.013256484149855918,0.0,20180706
603848,19.66,轻工制造,家用轻工,家具,0.6347077999062739,20180706,0.0117647058823529,0.0,20180706
300684,72.2,化工,化学制品,其他化学制品,0.6362902450829185,20180706,0.06087906087906081,0.0,20180706
555,12.09,计算机,计算机应用,IT服务,0.7242702423473117,20180705,0.051053484602917365,0.0,20180706
790,7.72,医药生物,中药,中药,0.6427733170815751,20180705,0.0181582360570689,0.0,20180706
2211,6.3500000000000005,化工,化学制品,其他化学制品,0.6907600387249664,20180705,-0.035532994923857864,0.0,20180706
2234,11.54,农林牧渔,畜禽养殖,畜禽养殖,0.6473332178994032,20180705,-0.027002700270026936,0.0,20180706
